User,Followers,nFs,All_Followers,nF
joselitojunior1,"luanfonceca,renatooliveira,talitaoliveira,pcstl,karlafalcao,embs,mauriciomanoel,arthurmichel,JoaoGFarias,Cisneiros,meiralins,ThaisaMirely,peaonunes,mirjahal,paulomenezes,grodrigues,thiagotargino,witerbino,levisaturnino,andreximenes,dayvisons,esdrascavalcs,andreguigo",23,"renatooliveira,jeffesonmaia,jotaefe,duartefq,JoaoGFarias,rodrigolc,pragmaticivan,Cisneiros,erickmendonca,tporto,danielgued,alessandrostein,dancasttro,rodrigoliimaa,randhson,raisiqueira,biarox,vogeljr,vhugodev,juniorgodoi,ibrahim,netto,gabrielmancini,RonierisonMaciel,CavalcanteR,erickncnunes,mfandrade,jeanlucaslima,gbrlsepulveda,dayvisons,NandoKstroNet,meiralins,arthurmichel,erickjones,faeliaso,embs,jonlima,thiagotargino,apugeat,felipeluna,gpedro,iamfelipemattos,vitormalencar,iamtchelo,EEmery,marciomassari,Icons8,Team,adolfoaugusto,filipedeschamps,msaidel,TiagoWinehouse,felipesousa,joelwallis,diegosorrilha,augustoabreu,anapaulagomes,cicerohen,charlenopires,leerduo,raloliver,di3goleite,paoloalmeida,n370,892848153,alvarowolfx,ythecombinator,fnk0,esdrascavalcs,renanmorais,luksm,alvarojoao,vicentedealencar,mrtavat,analistacarlosh,DougFischer,rodrigolabs,welksonramos,cusspvz,adamsalves,marcelohd,ovwane,isaiastavares,lnfnunes,israelsantiago,ArthurAssuncao,thulioph,icarusbro,nerdcalistenico,rodrigorhas,angusshire,ReinaldoAugustoFurtadoFilho,felladrin,lidia,freitas,marieli,renoirsousa,pcstl,Wmitrut,reimertz,riyasmohamedmr,woliveiras,fpereira1,RAMBOOZE,felipexw,thompsonemerson,felipepedroso,sercaneraslan,mvfsillva,gnuns,MarceloBritoWD,luiz158,ThaisaMirely,cristianodelucca,pranavlathigara,mtbroker,ricardobelo,emersonbarbosagithub,BruceFenghaha,danilovaz,victorhsn,csh520,akinhwan,lincolnbrito,DilsonDev,LuizLazaro,nilkesede,monjovi,grodrigues,aandreecarvalho,christophermoura,zackhaikal,EdZava,jorginhodev,LucianoNMoreira,lsandrade,klarkc,cesonha,mauriciomanoel,evertonpessoa,luisrbferreira,levisaturnino,theus,iagocavalcante,f0ntana,mirjahal,vitorbritto,cwz8202,paulomenezes,lucasselliach,vinaocruz,leoeek,dsreliete,afonsopacifer,Pierry,hailongfeng,AnnaGabriela,ivandinizaj,yanmagale,douglas,neves,chiquitto,fcothiagofreitas,RafaelSG01,mcruz85,andreximenes,annesoares,rogodev,adammacias,lcelso,tyagonunes,rohithadassanayake,jeffersonmourak,rildomoraes,luanfonceca,sibelius,jourdanrodrigues,mrprompt,andreguigo,thiagobrc,felipeuliana,onhernandes,AllysonSilva,JohnatanMaciel,movibe,josemalcher,geisasantos,fernandopedro,clarasantana,ricardomirannda,luanribeiros,carladrieli,pedrro,mariofelesdossantosjunior,danielcordeiro,orenatoaraujo,HDeiro,pedrofsn,Bilusca,alexferreiradev,andersoonweb,gabrielgene,edubalf,jandersoncampelo,TianJiaDaShao,lincolnpires,luanh01,asfelix,guiigos,zhilingcheng,fabioinfo,igor9silva,alexandroabade,geraldo,netto,neewtonsilva,williamchitto,ClaraTersi,fmsedrez,max2320,guilhermefrancisquini,alexjunior012,edu,bot,leo424y,thiagolacerdadesouza,marcelogbastos,idaniloreis,leodufer,wallaceerick,vmussak,shenlongchao,nathanwells27,antonyalkmim,cesarcosta99,3jacksonsmith,dmop,vupv,joao,alberto,olarclara,01viniciusmelo,hugocarreira,kaduufr,gfreivasc,carolhcs,gabrieoel,pedromourasistemas,ravpacheco,witerbino,wagner3m,caiojhonny,peaonunes,fabiancarlos,flavianohonorato,TiagoDeveloper,cristianounix,LucasCalazans,amaurycatelan,ViniciusAugusto,rubyvrooom,juniorabranches,FlavioBrognara,Karfann,marciobera,anchietajunior,rodrigoftw,leoruhland,hi15,capaci,laylacodogno,perico63,danielmundim,Auugustocesar,AlexxNica,marceloavf,andreybleme,haochenprophet,FlappyLang,joaogabrieljs,AdrianoMoreira,AlbertMelo,sarkartanzil,asifssarker,anunitraushan,meendoo,dilannery,VitorCardosoGt,saydulk,chavesrodolfo,dnlcst,INTERLIGADOS,carloshpdoc,RodolfoSilva,eduardofaneli2,fshitstack,marcondesmacaneiro,dqueiroz,maicongouveia,dcpadilha,oCanabrava,uselessdev,brunopereiradonascimento,dalinhuang99,imandyie,rodrigogregorioneri,rafaellakeury,psmatias,Jorge,William,hberbary,rivailruiz,BrenoAngelotti,AllanD1,jeffersonmello,loraineduarte,ivanscher,andrejorgejr,wharley,rafaelporfirio,kivervinicius,lucasmls,montecchyo,rafaelfariasn,michellegalindo,drcabral,talitaoliveira,mikejavier,oguhpereira,lhcgoncalves,Bunlong,GiammaCarioca,JordanaN,osergioneto,junqueira,rubenmarcus,teixeira,fernando,itagyba,Davizera,LarissaAbreu,drianoaz,marcosfelipp,dayanfcosta,guiguetz,rodrigo,brito,karlafalcao,giovannipds,PauloPaquielli,wellington1993,SEdilson,matheusgigliotti,AlexGalhardo,dudapinto,nilton,naab,apsferreira,betiol,vhfmag,jsantosio",350
gileno,"marcelcaraciolo,luanfonceca,filipeximenes,renatooliveira,fjsj,arthuralvim,chocoelho,thiagodiniz,dvro,patrickrbc,brunnogomes,irgmedeiros,lipse,araujoraphael,lauromoura,juliosmelo,matheuslins,wellington16,klebercode,hugoesb,FilipelIOn,WesleyJw,progerbr",23,"brunojm,rafaelcaricio,frenetic,adonescunha,marcelcaraciolo,fjsj,fernandogrd,arthuralvim,gladson,juliosmelo,patrickrbc,lipse,fabiocerqueira,djalex,guilhermebr,tgonzales,renatooliveira,filipemanuelofs,thiagodiniz,filipeximenes,araujoraphael,fernandolins,luanfonceca,irgmedeiros,mbarrerar,lrezende,LucasMagnum,osantana,marco,istccp,marcwebbie,jpsilvaj,klebercode,cfpperche,mazulo,marquesds,alcione,wellington16,rg3915,dvro,Miicchhel,wellvsilva,helderam,guspit,rickvieira192,cezarcruz,pauloromeira,fmasanori,alexfalcucci,hugoesb,sergiomario,dionimf,olivalpaulino,wyorgb,alarangeiras,joffilyfe,cacarrara,georgecariri,digenaldo,eduardoklosowski,israelsantiago,rafaelcorreiapaz,osmarfelix,JonnatasCabral,guilouro,luizhbd,rodrigoamaral,brunocasanova,hugutux,rodrigoclira,felladrin,antoniomalves,xmnlab,fnscoder,philippe28,sukri12,bratomes,mattslv,israel,santiago,praxis,gilsondev,rgracas,nenodias,henriquechehad,kaiokot,matheusmlessa,MichalPaszkiewicz,chicobentojr,mosfilho,thiagorabelo,jasielserra,mjr,paulopinda,joaopaulo164,marcotterra,muriloviana,mikusher,dutraneto,thiagosoara,orlandoxavier,LDSL,gbl3,leilaapsilva,JadersonVargas,sandrofolk,beatrizuezu,Linux,Player,davydmelo,GuilhermeVBeira,lucasgondim,VitorCapuano,gsseixas,caiovictormc,DiegoDigo,MoisesAbraao,EdwardRamos2,kfalconspb,AndreFelipeCL,DanyGit001,jessicapaz,felipegameleira,israeleriston,giacomodepellegrini,SamuelsonH2T,dencaval,andreabduque,elinaldosoft,paulocesarcsdev,lucianovsjr,monicassilva,citec,matheus,faeliaso,pedroalpacheco,FilipelIOn,WesleyJw,AlexVFornazieri,matheusfrancisco,wgtoliveira,mutuk7,britonunes,AlinaFialho,cristianounix,deyvisonguilherme,brunnogomes,jcpleite,MarcusWiilo,leonardolpeixoto,hugobandeira,brenothales,juliobsilva,robsonsamp,dcapeletto,RaelsonRosa,lucassouto,KevinHock,williamcaesar,thonnycleuton,renatoOliveira25,lnlsnb,caiocss,gkal19,RicardoDedubiani,ligiasalzano,cb4rbosa,greenmind,sec,daviluis321,dnovais,lmedson,AlexGalhardo,JDias,felixltda,paulohos06,edenilsoncarvalho,ale,big,progerbr,mpgx5c,juanfagner,Claudio888,constanciobgn,leogregianin,Titowisk,dalinhuang99,fredmanre,chocoelho,chicao,romulomadu,andreztz,lucasp0r,mschonfinkel,cruxiu,Mazuh,yuriscosta,cristianokiu,BAFurtado,izabelacborges,brunacunha,lucianorc,leandrorochaadm,Bruno1014,Ronald,TR,jamesperes,i3black,thayslavor,robertopc,devplusti,andressamarcal,josemalcher,EvertonAlauk,marcioboaro,clebsonpy,mayronceccon,nfultz,luisguilermes,PedroTreck,rcbull,JoberthDavid,PuckmanXY,rafaelsiza,jonatanbandeira,Guilehm,werberth,denylsonmelo,nunesdaniel,jj151,jvgelio,matheuslins,Rodrigoaz7,Rielson,Leandro,AntLouiz,SHENOISZ,danieldsf,Marlysson,Santos97Dev,Alamin999bd,shenzhoudance,Ronnasayd,julianodamasiosbp,douglashss,lauromoura,chaarsales,esales,marcioozorio,jeyziel,pfeitor,danielgomesmateus,ShootingStar09,caiquedbrandao,nelsonnolasco,fabiano,moreira,aldemarf,IannCarvalho,mstuttgart,mmsmms",252
arthuralvim,"marcelcaraciolo,luanfonceca,deividazevedo2,gileno,filipeximenes,renatooliveira,fjsj,alsmoreira,rasoliveira,brunnogomes,irgmedeiros,victorfsf,meiralins,nielsonsantana,ericbbraga,pernambucano,arineto,matheuslins,jamissonfreitas,figueredo,felipesotero,tuliocpbs,filipehsilva",23,"rafaelcaricio,frenetic,marcelcaraciolo,filipeximenes,renatooliveira,gilsondev,luanfonceca,letanure,danilobellini,jonasagx,willmendesneto,tamimibrahim,fabiocerqueira,mauler,Miicchhel,marciojss,I,am,Gabi,adonescunha,luisgabriel,monadic,jflima,irgmedeiros,aericson,pernambucano,wpjunior,fernandolins,rodrigoamaral,felipesotero,LucasMagnum,tuliocpbs,rasoliveira,praneethkumarpidugu,shyba,JonnatasCabral,alsmoreira,angusshire,d4n1,fjsj,nielsonsantana,filipehsilva,Tiago,Lira,gabrielpconceicao,carmenmp,vsouza,pauloromeira,jparicka,theithead,brunocasanova,cusspvz,luizbraga,raelmax,hugobrilhante,ericbbraga,DGTouch,eBangali,saeedsq,ivensrocha,deividazevedo2,gtsalles,victorfsf,arineto,gfreivasc,VagrantStory,AsaK,gileno,wsacin,slara,osantana,evinw,bernardolins,meiralins,lucasbento,nandamx,blalyassine,kfalconspb,jamissonfreitas,matheuslins,DavidMilberg,tiberiuichim,brunnogomes,infothailand,KevinHock,leofn,dalinhuang99,pardome,mstraughan86,dfalbel,opengiineer,kauegimenes,nfultz,ahousley,Bunlong,diegopenhanut,herberthamaral,walison17,jj151,danieldsf,shenzhoudance,figueredo,brunoresende1991",100
fjsj,"luanfonceca,deividazevedo2,gileno,filipeximenes,renatooliveira,arthuralvim,chocoelho,thiagodiniz,embs,dvro,victorcarrico,vanessa,patrickrbc,irgmedeiros,meiralins,felipefarias,rcbop,hugobessa,amandasavluchinske,tiagollalmeida",20,"rafaelcaricio,gunshor,gileno,rochacbruno,luisgabriel,fernandogrd,kiran2690,FaizKhan09,kilimchoi,danhsh,ricardodani,gustavopinto,loganrj,renatooliveira,filipeximenes,LucasMagnum,thiagodiniz,adrianomelo,brunocoelho,krishaamer,pedroaranha,patrickrbc,robertocr,weblancaster,marcker,guipacheco2,irgmedeiros,epety,schiffhauer,embs,laisvarejao,elife,dvro,arthuralvim,torque59,aericson,fabiocerqueira,fernandolins,sergiofontes,luanfonceca,meiralins,sergiomario,vlordier,NetoDevel,victorcarrico,fun,raelmax,tiagollalmeida,WillSygle,cusspvz,fasouto,matagus,angusshire,guilhermebr,marciomassari,deividazevedo2,vabada,guilegarcia,medeirosthiago,felipefarias,mgargenta,Lafaiet,edsoncelio,elinaldosoft,SamirSouzaSys,dannluciano,osantana,kenesparta,abdulabbas,pauloromeira,LJ001,muriloviana,moshemeirelles,Abouhane,rcbop,jessicapaz,GiliardGodoi,citec,vpakg,chocoelho,bittner,matiasinsaurralde,KevinHock,faeliaso,gilsondev,hellskitchendev,thulioph,lnlsnb,lfcerf,vdt,nathan130200,simudream,kamranhossain,heltonalves99,Williano,KatherineMichel,katiayn,CedricCarrard,nfultz,mateuspontes,victormartinez,Milhano,gauravssnl,thnery,opengiineer,vanessa,balaraju1278,kauegimenes,icaromedeiros,AlbertHambardzumyan,natea,vincentpanqi,hugobessa,dzikri,amandasavluchinske,alessandroHenrique,dachanh,Marcosul,arferreira,leogreal,RicardoMVA",120
talitaoliveira,"simoneas02,paulorec,guilhermefarias,interaminense,victorlaerte,jonathanslima,iagobelo,WandersonAlves,matheusFTC,rcbop,andersongns,JohnsonMauro,cassiolpaixao90,patomarques,grodrigues,ericklucena,DyogoViana,maysaborges,yeltsinseal,mafrnds",20,"guilhermefarias,simoneas02,jonathanslima,andersongns,PhillipeBurgos,edu,bot,githubgirls,evertonpessoa,afonsopacifer,cassiodourado1,leandro,lsmn,interaminense,matheusFTC,carolinaknoll,lucassoares,victorlaerte,paulorec,danilovaz,woliveiras,clautercarlos,mrprompt,joao,alberto,teles,Wendlereis,nandomoreirame,ericatirzahlima,robsonalexandre,raisiqueira,mikejavier,WandersonAlves,XorAndre,thiagommedeiros,kvnol,edmolima,lenonr,franklarry,mstraughan86,fernandopedro,sbvorpagel,drcabral,wellmotta,daliannyvieira,gabriel,silva,guilhermerm,viniciusferreira,higordiego,rogerin,grodrigues,lbighetti,flyingluscas,MarceloKabbalah,yanmagale,yeltsinseal,rafaelporfirio,patomarques,eptaccio,cdfortes,ricardogouveia3,JohnsonMauro,mauraodev,marceloavf,fromnanda,phmiranda,osamuca,WashingtonSBS,arthurflor,vandemberg,PopyDeveloper,victorhsanjos,EmersonVictor,wellingtongeek,Jennycken,vpozzebon,codeShaurya,DyogoViana,PeterPorzuczek,SEdilson,julianaplf,shenzhoudance,clarissapessoa,ericklucena,AdailSilva,ivosoares,sanferr,Liviapastichi,ThyagoLacerda,maysaborges,iagobelo,mafrnds,cassiolpaixao90,rcbop,lcelso,Laura,Oliveira,edneyecs",94
mairatma,"simoneas02,henvic,henriquemenezes,karlafalcao,diegonvs,andrewesteves,iagobelo,patrickrbc,alexpessoajr,pereiragislene,meiralins,pedroqueiroz,albertmourato,tcostam,filipewl,aperrelli,grodrigues,fmm,brunover",19,"brunocoelho,henvic,eduardolundgren,aperrelli,azar7k1s,itsjesusurias,fredericksilva,rdiego26,ViniciusVinna,jlucasps,plcosta,gabrihellmateus,taiar,octavioamu,rtancman,pedropolisenso,jrvlima,vsouza,pragmaticivan,tialmachado,wellingtonlorindo,gabrielfgularte,joilsonmarques,dielduarte,bennotti,jotadepaula,leonascimento,pmarquees,edmolima,tassoevan,devallfor,saintclair,jonatasdlp,guisouza,leandrooriente,vilaboim,Julyyq,renanlima,marcoscoelho,brurago,jeanfpm,nicolastarzia,paulorcv,cponeill,luisfmsouza,silky,MackMendes,pedrorezende,vince,cc,gmoura,carlohcs,andrevvalle,eduardostuart,fernandosouza,wutenklem,rodrigoferrazazevedo,hudsonmarinho,charlenopires,relson,raisiqueira,byoigres,iagovelasco,Pickachu,diegoslva,teodortalov,douglastycho,AdrianoCahete,arzola,gutofoletto,naeluh,welksonramos,dnsmnds,asudheerkumar89,sanjeetjh,isabellaolive,lifeart,fraescaya10,marciopuga,duartedouglas,emadshaaban92,metricaidops,pereiragislene,eduardofx,jmnavarro,vitortalaia,daldegam,patrickrbc,iamtchelo,felipemrodrigues,agathamartins,pranavlathigara,matheuslc,glaucosydow,alexfalcucci,rafjaa,aburkov,afonsopacifer,paulocardoso,AZHARULLAH,marceloch2,mvfsillva,ricardousp,RenanPalmeira,dream120,myfreeweb,imranamanat,csae1152,niktrix,peiyaoh,ythecombinator,vjefri,dleitee,danilosampaio,vivekparekh8,fmm,vernaillen,gabrielcorado,laissandrade,mcanthony,mubaidr,murat,aka,skyzito,0x7b1,Ezimon,wikimix,strathausen,douglas,queiroz,di3goleite,luisgabriel,thulioph,circy,leavittx,fdaciuk,andrewesteves,djipco,massilva,lin,credible,adrianowead,nicolascarbone,Uriel29,llkey221,henriquemenezes,rntdesign,mapx,elenatorro,danyfu,TiagoWinehouse,cusspvz,onurkaracali,benjaminaaron,brunopereiradonascimento,ethib137,binhqd,eiso,bryceosterhaus,ognian7,jmanuelrosa,maparrar,talitapagani,kienD,hville,fernandosg,matheuslugon,proustibat,Ashok93,yuchi,mthadley,valmormn,javierlopezdeancos,pedroqueiroz,yanmagale,rafaellacerda,wilfernandesjr,leocassioo,lucasopf,diogo,lins,rkotze,douglascabral,davidmerrique,rafaela,firstdoit,TheCoder84,lfreneda,mmarjani,zhangchunsheng,alexpessoajr,fabiomcosta,dann95,tcostam,joseluisq,jdonaghue,xc0d3rz,uk,casmith,javierbyte,lushsoft,waldemirflj,fanqi,Deubledee,meiralins,simoneas02,smzakirhossain,zehfernandes,kurumkan,Vazcore,iamjesse98,HeavenH,patroclo404,gabrieoel,wellington1993,luanpontolio,martinciscap,VimalRaj571,jmarrietar,ShimmiDhami,mcahornsirup,marcelofraga,RasheedDammane,y0635h,JulieBurk,esyy,stubailo,kyle,wendling,gusma,principp1,shawon14012,callmevlad,otofu,square,joaoeffting,hhughes314,filipewl,yoamomonstruos,Dannier0702,jocelio,lksilva,joshpitzalis,alexfqc,IamEmreCelik,pipiobjo,leesiongchan,iagobelo,vvinhas,Kinaan,AnnaGabriela,rsusanto,Musbell,22mahmoud,cdiaz,juandav,jbaxleyiii,mavharsha,crojas,joshuaburkholder,randa12,MuraraAllan,Praveenk25,lagden,nandoacoelho,leozangulo,diogoalves,mkny,joao,alberto,dalinhuang99,alizaib,nfultz,samkariu,chilliams,wellermiranda,chan48,NetoDevel,codeinaire,JoseMontesRicardo,YuuwakU,albertmourato,rturk,faisalmuhammad,Turbiani,belv2c,resilva87,AntonBrito,jerolan,izanf,tito58,grodrigues,leonardoelias,toyeebgodo,AyomideOtunba,abhiaiyer91,julkwel,flyingluscas,ricardoorellana,thuanlv287,diegonvs,asynchub,brunover,jbwestphal,w3debugger,kantharia,maiolddie,stevefox,ghulamhussain,mlbors,yhagio,PauloPaquielli,yowify,nerdyglasses,dheerajbharsiya,veekas,fagnercerqueira,ntmedina,wschenkel,karshanmugam,paulovitin,dlwagner,3h1a1r,AbderrahimSoubaiElidrissi,LarissaAbreu,mpadel78,GermanCV,yuriscosta,hiuryoliveira,aferreira44,Happy,Ferret,karlafalcao,ggmartins,lukeajtodd,raphamorim,hoenirvili,devsorax,paulohrodrigues,fredygil,shaweiguo,bulian1311,maxim,ivv,erved,MohitTilwani15,spiral2k,spences10,jeovazero,JonathanSum,Aditya27,betiol,alvarowolfx,identidadgh,gdad,s,river,rhkina,GannouniMohamed,ehabmsd,luismorenolopera,pamidisetti,christianvizarra,Rana,Muhammad,Amir,Youngestdev,gaetani,Husamuddin,ericOnda,abadiu,emanueljoivo,FBrito1,robneal,ydvsailendar,koz,lupenium,akinhwan",363
gvc,"gileno,filipeximenes,renatooliveira,henvic,fjsj,arthuralvim,guiocavalcanti,embs,dvro,lmarinho,lipse,araujoraphael,guilhermepaiva,isabarros,filipewl,lbrito1,fernandopereira,dmente03",18,"lmarinho,rafaelcaricio,gileno,fernandopereira,gabrielcwa,fjsj,luisgabriel,renatooliveira,antonio55,ricardosbarbosa,brunocoelho,araujoraphael,leocadiotine,lipse,ahcbsa,henvic,filipeximenes,sergiofontes,guilhermepaiva,jmataya,corey,laisvarejao,elife,guiocavalcanti,thulioph,isabarros,linearregression,brunnla,fernandolins,embs,dvro,dmente03,KevinHock,lbrito1,filipewl,arthuralvim,thnery",36
luiztiago,"filipeximenes,renatooliveira,henvic,fjsj,guilhermefarias,patrickrbc,deyvisonrocha,arthurmichel,lucascmelo,sergiohampel,paulinhoerry,viniciusgalvao,thiagotargino,marcoshmendes,dmente03,ivanAndrade,fraposo,italoj",18,"djalmaaraujo,viniciusgalvao,suissa,henriquemoody,eliasrodrigues,ruanltbg,davidsonfellipe,fernandosouza,codekarllo,luizbatista,kaiquewdev,brunocoelho,JoabMendes,lucascmelo,henvic,willianmk,ThamaraHessel,ivanAndrade,guilhermefarias,leobalter,fabricionaweb,cirdes,fireflex,rldourado,bergbrandt,pragmaticivan,thiagomarinho,deyvisonrocha,allefbr,diegocuruma,Renatodeluna,thiagogsr,gitlisted,schrodervictor,fabriciofmsilva,ramonvictor,patrickrbc,fraposo,relson,gusshmelo,filipeximenes,dancasttro,thyagoraphael,leobaiano,arthurmichel,adammacias,heldersnook,rlpereira,louisli,pid,dev123dev123,ylnkancheti,stelioschar,mgrtech,brunasrbrito,matheusazzi,keppelen,GustavoCostaW,rntdesign,chip,leonascimento,killuawax,lucasbrigida,fagnernike,hugovasconcelos,wilkerlucio,thulioph,renatooliveira,vitorbritto,sergiohampel,onaSousa,ticianissima,Alex110,jampow,kamalbhattarai99,charlenopires,vvavdiya,thiagotargino,atilacamurca,alexandroabade,davequick,iurimattos,gpedro,ElderPintto,n370,robsonribeiro,pauloesantos,rdiego26,gtlima,hitvox,karlprieb,carlitosz,lyndon,lee,anshuldhawan,paulinhoerry,letanure,willduarte,dcatipon,josemalcher,lucasoneves,edmolima,NandoKstroNet,mateuslopesbh,batusa,andreasbloomquist,ravigithub,fjsj,plcosta,rsvalerio,joelwallis,Brunoalcau,fredericksilva,rafael,neri,lincolnbrito,renoirsousa,ajsb85,htar,mcruz85,douglascorrea,duncan60,cjpatoilo,bikashlama,ythecombinator,josejailton,rodrigopaiva,brunocasanova,j0sephandres1987,wschenkel,angusshire,sergiokopplin,felladrin,LeoCp,faeliaso,randhson,movibe,thompsonemerson,italoj,andrevvalle,allanmoreira8,SoufianeAbid,sukumarjena,hugocarreira,thiagolacerdadesouza,dmente03,yankasantos,Alfrick,rafaelfragosom,laurilopes,geraldo,netto,thiagommedeiros,KevinHock,luan0ap,matheusmurta,raisiqueira,marcoshmendes,wellington1993,Garrhett,helderburato",158
pauloborba,"fernandocastor,henvic,paulorec,horaciojcfilho,victorlaerte,henriquemenezes,karlafalcao,embs,dvro,JoaoGFarias,leopoldomt,PedroRossi,macm3,thaisabr,Gabisampaio,thomascristanis",16,"leopoldomt,luisgabriel,embs,JoaoGFarias,larissafalcao,haroldogtf,llaryssa,jessica,rmo,psg2,cjvg,fernandocastor,xai,jonaslins,franzejr,thomascristanis,ovcg,edymiretienne,otaciliosilva,henvic,dionizion,horaciojcfilho,PedroRossi,victorlaerte,macm3,luiz,reis,dvro,Gabisampaio,jeandersonbc,mguilhermetavares,thaisabr,henriquemenezes,RamonSaboya,paulorec,rllima,EduardoLima806,karlafalcao,davidmarccos",37
interaminense,"talitaoliveira,paulorec,victorlaerte,diegonvs,jordanamorais,alexpessoajr,HaysaRodrigues,inacionery,rafaprax,eudesll,alinedoleron,albertmourato,grodrigues,tobiasparaiso,flaubert165",15,"alexpessoajr,jordanamorais,thiagoh,paulorec,victorlaerte,inacionery,linolaoj,rafaprax,dejuata,matheusmlessa,mattattaque,rubenmarcus,davidporras,popbijoux,Vermisse,ramon,v,jackscarx,eudesll,nathalyas,mapmf,mizaelmfs,talitaoliveira,annuai,eversonverissimo,gustavoquinalha,Danovich,czrm,alkhairdev,tobiasparaiso,nfultz,fernandosouza,Charafboulafaa,Jessica7,diegonvs,sostenesbarros,mstraughan86,matuzalemsteles,jessuircleydson,camisLuisa,alinedoleron,ygorcosta,grodrigues,HaysaRodrigues,rcaferati,flaubert165,marknemesis,chenchen06,akinhwan,leoadb,phcp,wellington1993,igormatos,albertmourato",53
dakerfp,"marcelcaraciolo,luanfonceca,renatooliveira,henvic,fjsj,arthuralvim,henriquemenezes,embs,dvro,filipevarjao,julianalucena,lipse,lauromoura,nielsonsantana,hugoesb",15,"lboaretto,rafaelcaricio,frenetic,lipse,marcelcaraciolo,rodrigoclira,julianalucena,fjsj,pauloborges,hacktoon,luisgabriel,rogerzanoni,diegosiqueir4,renatooliveira,nielsonsantana,fernandogrd,arthuralvim,brunocoelho,embs,adrianomelo,thiagolacerda,guhb,develmcz,filipevarjao,filipemanuelofs,nickdiego,ramprasadbe,rodrigogolive,lrezende,IconsEdged,fordream,luanfonceca,lauromoura,dvro,luizcavalcanti,fernandolins,hugoesb,Miliox,alvarojoao,henriquemenezes,edisona,patrickelectric,osantana,israelsantiago,rbelem,embatbr,violivei,hgfischer,lucaslsl,henvic,eduardo,melo,hejunbai,danieldsf",53
vinicius3w,"fernandocastor,henvic,rcbop,rbm4,wison27,jbsn94,aacgn,gilesv,Augusto94,eduardosm7,pedrojsn96,thomastbb,ThiagoAquino,Jcns",14,"paulofernando,ygoleite,djtulioo,fernandocastor,luisgabriel,larissafalcao,pedrojsn96,Eliardo23,otaciliosilva,gilesv,dmop,leobarros79,ccsguedes,KevinHock,henvic,Augusto94,rbm4,ThiagoAquino,jeandersonbc,duanyrf,aacgn,eduardosm7,japm94,gutocosta,felipegutierrez,gfsca,tacsio,jbsn94,wison27,claudiocantara,rllima,dibrito,thomastbb,ardmn9,Jcns,rcbop",36
thiagodiniz,"luanfonceca,filipeximenes,renatooliveira,fjsj,arthuralvim,guiocavalcanti,henriquemenezes,patrickrbc,lipse,guilhermepaiva,guilhermebm,fernandopereira,filipe0513,kassioribeiro",14,"jsantos,fjsj,guilhermebm,gmotta,filipe0513,brunocoelho,patrickrbc,filipeximenes,renatooliveira,lipse,rafaelcaricio,pedroaranha,lspecian,renatocarvalho,Siffert,KennedyTedesco,guilhermepaiva,arthuralvim,laisvarejao,elife,guiocavalcanti,shaneog,luanfonceca,fernandopereira,sergiofontes,ernestorocha,henriquemenezes,efremfilho,schweller,keppelen,LucasRodrigues,jhrocha,petrosbarreto,vidalvasconcelos,saemaia,rjborba,felipetio,kassioribeiro,thnery,leomrl",39
diegonvs,"interaminense,victorlaerte,jordanamorais,alexpessoajr,HaysaRodrigues,itsmealves,inacionery,alinedoleron,albertmourato,IFormiga,grodrigues,MauricioLimaJR,BernardoHazin,renatohlf",14,"renatohlf,itsmealves,theeam,devsorax,OtacilioN,eunaka,MauricioLimaJR,ericksrodrigues,canejo12,gabriel,silva,IFormiga,AnnaGabriela,LuccaMacielM,interaminense,alexpessoajr,BernardoHazin,kalecio,lucasbento,brunocroh,victorlaerte,camisLuisa,inacionery,alinedoleron,ygorcosta,jordanamorais,grodrigues,AdiChat,HaysaRodrigues,opengiineer,nanalyra,albertmourato,Bunlong,phcp,rftHusn,royyweileryang,Openskies,akinhwan,williamnoah107,shenzhoudance,igormatos",40
victorlaerte,"talitaoliveira,paulorec,interaminense,diegonvs,jordanamorais,alexpessoajr,HaysaRodrigues,leopoldomt,inacionery,rafaprax,eudesll,allanragec,albertmourato,tobiasparaiso",14,"alexpessoajr,rafaprax,thiagoh,inacionery,interaminense,paulorec,toxtli,jackscarx,Vermisse,ramon,v,danilovaz,jordanamorais,mapmf,nathalyas,ajsb85,leopoldomt,igormatos,eudesll,dgarciasarai,eversonverissimo,talitaoliveira,feliperp,81,Chizinski,kalamaznik,mono0926,allanragec,fahidattique55,fernandosouza,tobiasparaiso,ahdezma,dalinhuang99,mstraughan86,roscopecoltran,dplewis,HaysaRodrigues,opengiineer,LowApe,diegonvs,phcp,camisLuisa,gabriel,silva,lhcgoncalves,Bunlong,albertmourato,karinegmg,AlexJCosta,akinhwan,AngeloDias",48
