User,Repo_Member,mRepo_Language,Repo_Owner,oRepo_Language
viniciuspolux,"cesarschool/cesar-school-fp-lista-de-exercicios-02-viniciuspolux,cesarschool/cesar-school-fp-lista-de-exercicios-03-viniciuspolux,cesarschool/cesar-school-sd-2018-1-coding1-viniciuspolux","Python,Python,C","viniciuspolux/blynk-library,viniciuspolux/CESAR,viniciuspolux/Is-Now-Illegal,viniciuspolux/nodemcu-firmware,viniciuspolux/Numerical-Integration,viniciuspolux/php-graph-sdk,viniciuspolux/portal-rural,viniciuspolux/SD-Coding1,viniciuspolux/UFPB","C++,None,JavaScript,C,Python,PHP,None,C,Python"
saulobr88,"IkaroAlef/Indexador-de-Arquivos,IkaroAlef/InPonto,SpringMVC-Exercises/banco-de-contas-crescentes","Scala,Java,Java","saulobr88/Artigo_CapacityPlanning_2015,saulobr88/Bank,saulobr88/CloudsimAWS,saulobr88/Decision_Tree,saulobr88/earthquakes-mapper,saulobr88/ionic-my-movies,saulobr88/mercado-dev,saulobr88/php-mvc,saulobr88/react-native-my-movies,saulobr88/react-redux-example,saulobr88/simple-l5,saulobr88/socia-vel,saulobr88/votaprato-rails,saulobr88/vuejs2-tutorial,saulobr88/vuex-tutorial","PHP,JavaScript,Java,Java,JavaScript,TypeScript,JavaScript,PHP,JavaScript,JavaScript,PHP,PHP,Ruby,HTML,JavaScript"
thiagofranca,bestafubana/sie,JavaScript,"thiagofranca/djangoSteps,thiagofranca/github-cheat-sheet,thiagofranca/send_email","Python,None,Python"
klebercode,,,"klebercode/android-app-food-delivery-system,klebercode/bad-ass-terminal,klebercode/base16,klebercode/base16-builder,klebercode/base16-shell,klebercode/base16-vim,klebercode/bcSwipe,klebercode/bootstrap-touch-carousel,klebercode/canaa,klebercode/coderockr-way-github-setup,klebercode/cordova-sample,klebercode/data-importer,klebercode/django-blog-zinnia,klebercode/django-coupons,klebercode/django-delivery,klebercode/django-el-pagination,klebercode/django-filebrowser,klebercode/django-filer,klebercode/django-form-fun,klebercode/django-gentelella,klebercode/django-imagefit,klebercode/django-instagram,klebercode/django-jet,klebercode/django-multiselectfield,klebercode/django-order,klebercode/django-photo-gallery,klebercode/Django-ROMS,klebercode/django-shop-tutorial,klebercode/django-suit,klebercode/django-trello-webhooks,klebercode/dotfiles,klebercode/Eatrip,klebercode/econordeste,klebercode/Efeito-Parallax,klebercode/es6,klebercode/esperancanordeste,klebercode/eventex-kleber,klebercode/eventex-klebercode,klebercode/evoluirmais,klebercode/feedme,klebercode/FlatApp-Flutter,klebercode/Flutter-HTTP-Requests-REST-api,klebercode/flutter_login,klebercode/food-orders,klebercode/foodapp,klebercode/foodsoft,klebercode/Foodspark,klebercode/foodtasker,klebercode/foodtasker-1,klebercode/foodtaskerMobile,klebercode/ftMobile,klebercode/fuchtard,klebercode/GoogleMapsAPIv3CriandoRotas,klebercode/GoogleMapsAPIv3MapaPersonalizado,klebercode/hackncast,klebercode/heroku-thumbor,klebercode/json-server-heroku,klebercode/klebercode,klebercode/lionsclub,klebercode/loppe,klebercode/modelpage,klebercode/multi-layer-parallax,klebercode/nativescript-learn,klebercode/navasil,klebercode/ngxp-quotes-app,klebercode/OrderFood,klebercode/pmsal,klebercode/pole,klebercode/prestashop,klebercode/protocolle,klebercode/python-instagram,klebercode/python-instagram-2,klebercode/Recursos-NFE-em-Python,klebercode/rhape,klebercode/sample-Groceries,klebercode/scotch-vue-store,klebercode/shop-vue,klebercode/simple-signup,klebercode/sofia,klebercode/tmux-powerline,klebercode/TouchSwipe-Jquery-Plugin,klebercode/trello-clone-django,klebercode/trellorizer,klebercode/urlshort,klebercode/vimrc-linux-old,klebercode/visual-studio-code,klebercode/vue-bootstrap-table,klebercode/vue-chrome-extension-template,klebercode/vue-django-example,klebercode/vue-light-bootstrap-dashboard,klebercode/vue-mini-shop,klebercode/vue-online-store-demo,klebercode/vue-shopping-cart,klebercode/vue-tab,klebercode/vue2-bootstrap-table,klebercode/vuejs-firebase-shopping-cart,klebercode/vuejs-shopping-cart,klebercode/vuejs-shoppingcart,klebercode/wordpress-heroku,klebercode/wordpress-heroku-php,klebercode/zeta-zsh-theme","Java,Vim script,HTML,HTML,Shell,VimL,JavaScript,JavaScript,JavaScript,Shell,Java,Python,Python,Python,JavaScript,Python,Python,Python,Python,HTML,Python,JavaScript,Python,Python,Python,JavaScript,HTML,Python,HTML,Python,Vim script,Python,CSS,HTML,None,CSS,Python,CSS,CSS,Python,Dart,Ruby,Dart,Python,Python,Ruby,HTML,Python,Python,Objective-C,Objective-C,JavaScript,JavaScript,JavaScript,Python,None,JavaScript,Python,Python,Python,CSS,HTML,JavaScript,Python,TypeScript,CSS,JavaScript,Python,PHP,Python,Python,Python,Python,CSS,TypeScript,JavaScript,JavaScript,Python,HTML,Shell,JavaScript,Python,JavaScript,Python,VimL,JavaScript,Vue,JavaScript,JavaScript,CSS,JavaScript,Vue,JavaScript,JavaScript,Vue,Vue,HTML,Vue,PHP,PHP,Shell"
marcoshmendes,,,"marcoshmendes/addictive-beats,marcoshmendes/coffeehunter,marcoshmendes/frontcute,marcoshmendes/frontend-nanodegree-arcade-game,marcoshmendes/greenhouse,marcoshmendes/infuzzy,marcoshmendes/mean-commonjs,marcoshmendes/medium-posts,marcoshmendes/shake.js,marcoshmendes/start-sails,marcoshmendes/styleguide","HTML,JavaScript,CSS,JavaScript,HTML,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,None"
adecarli,"castrPS/ProjetoOrganizado,esvm/Projeto2SD,esvm/ucHardware,lams3/CG_Path_Tracer,lams3/SVM-TAMI,lvrma/IF677-Multithreading,t0rr3sp3dr0/BezierCurves-JavaScript,t0rr3sp3dr0/ChatFX-JavaFX","Java,Verilog,VHDL,C++,JavaScript,C++,JavaScript,Java","adecarli/CG_Path_Tracer,adecarli/IF688-atividade-4,adecarli/mbolado-learning,adecarli/nonlinear-dynamics,adecarli/ProjetoIP,adecarli/SI,adecarli/ThreeJS","C++,Java,Python,JavaScript,Java,None,JavaScript"
lucianojsjr,,,"lucianojsjr/auto-report,lucianojsjr/Battle-Of-Gods,lucianojsjr/lucianojsjr.github.io,lucianojsjr/node-boilerplate,lucianojsjr/os-simulator,lucianojsjr/uns","JavaScript,Java,CSS,JavaScript,Java,CSS"
MayaraCastro,"R3turnZ3r0/ArqCore,R3turnZ3r0/IC-BCC","Assembly,Python","MayaraCastro/GAs,MayaraCastro/PROJETO-IP-I,MayaraCastro/PROJETO-IP-II","Python,C,Java"
renvicente,,,renvicente/norep03,Makefile
filipecabraal,,,"filipecabraal/animais-em-pessoa,filipecabraal/cube,filipecabraal/landingpage-amarok,filipecabraal/monte-verde,filipecabraal/pgquimica,filipecabraal/planeta_acquamarine,filipecabraal/programa5s-perquimica,filipecabraal/testando-phpmailer,filipecabraal/villa-reale","HTML,HTML,CSS,HTML,HTML,HTML,JavaScript,PHP,HTML"
felipemanga,,,"felipemanga/AppInventor2Html5,felipemanga/Aquarium256,felipemanga/Arduboy2,felipemanga/ArduboyCollection,felipemanga/bitsy-archive,felipemanga/DRY-DI,felipemanga/Espruino,felipemanga/eteditor,felipemanga/gpu.js,felipemanga/grable,felipemanga/HelloCommander,felipemanga/ImageConverter,felipemanga/LoadStoreJS,felipemanga/LSystemJS,felipemanga/MinixJump,felipemanga/NowIEradicateRobots,felipemanga/openmonster,felipemanga/piggie,felipemanga/PodManager,felipemanga/PokittoLib,felipemanga/ProjectABE,felipemanga/Surf","JavaScript,C,C++,PHP,None,JavaScript,C,JavaScript,JavaScript,JavaScript,C,JavaScript,None,JavaScript,C++,C,JavaScript,JavaScript,C++,C,JavaScript,JavaScript"
GabrielAlbq,"fabioafreitas/Projeto_2_Arquitetura,fabioafreitas/Projeto_3_Arquitetura","Java,Verilog","GabrielAlbq/Algoritmos,GabrielAlbq/Diff-test,GabrielAlbq/IP2BC4,GabrielAlbq/JavaFX,GabrielAlbq/Projeto-2VA,GabrielAlbq/Projeto-POO-BC4,GabrielAlbq/Testando,GabrielAlbq/Teste1,GabrielAlbq/teste2","C,C,Java,None,C,Java,Java,Java,Java"
r4ddek,"CaroolSantos/SimuladorMIPS_JAVA,Daanielvb/RBF_PSO,Daanielvb/SES,elntele/Jmetal_modificado_para_o_sisa,elntele/SisaJMetal,wcarvalho98/projetoArquitetura","Java,TeX,HTML,Java,Java,Assembly","r4ddek/androidSISA,r4ddek/aplicacaoTV,r4ddek/coq-gt2016,r4ddek/cribwatcher,r4ddek/eksklusiv,r4ddek/main,r4ddek/naahs_ihm,r4ddek/pl2015,r4ddek/web-ses","Java,Lua,None,Matlab,None,None,CSS,HTML,None"
netoabel,,,"netoabel/angular-study,netoabel/be-mean-instagram,netoabel/be-mean-instagram-mongodb-articles,netoabel/be-mean-instagram-mongodb-exercises,netoabel/be-mean-instagram-mongodb-projects,netoabel/be-mean-mongodb,netoabel/elixir-study,netoabel/js-the-right-way,netoabel/leet-test,netoabel/node-chat,netoabel/node-twitter-api,netoabel/rabbitmq-lab,netoabel/rails-test,netoabel/sublime-settings","JavaScript,JavaScript,None,None,None,None,Elixir,HTML,JavaScript,JavaScript,JavaScript,JavaScript,Ruby,JavaScript"
luhanlacerda,"githubschool/open-enrollment-classes-introduction-to-github,Luizdidier/Backend-Laravel-Rest,Mavbraz/BarberAPI,Mavbraz/BarberMobile,rodolfoestevam/Empregets,Vitor0liveira/Barber,Vitor0liveira/Portal-Academico","JavaScript,PHP,JavaScript,Java,C#,TypeScript,None","luhanlacerda/agendadecompromisso,luhanlacerda/angular,luhanlacerda/atividades-android,luhanlacerda/Barber,luhanlacerda/BarberMobile,luhanlacerda/clinicmanagement,luhanlacerda/clinicmanagementfront,luhanlacerda/curso-angular2,luhanlacerda/curso-java-basico,luhanlacerda/curso-jpa,luhanlacerda/curso-servlet,luhanlacerda/dominando_android2,luhanlacerda/FEMUGPE,luhanlacerda/GerenciamentoDeClinica,luhanlacerda/GerenciamentoDeProjeto,luhanlacerda/JavaScript30,luhanlacerda/JS30,luhanlacerda/projetogym,luhanlacerda/vagas","Java,TypeScript,Java,TypeScript,Java,Java,CSS,TypeScript,Java,Java,Java,Java,None,C#,JavaScript,HTML,HTML,Java,None"
joelcipriano,,,"joelcipriano/brandcolors,joelcipriano/clean-bootstrap,joelcipriano/clean-normalize,joelcipriano/mark-i,joelcipriano/mark-i-wordpress,joelcipriano/mark-ii,joelcipriano/mark-ii-bootstrap","CSS,JavaScript,HTML,JavaScript,PHP,JavaScript,JavaScript"
tancredosouza,"luucasv/RUMine,soareswallace/projeto_if678","None,Python","tancredosouza/codecup2016,tancredosouza/compiladores,tancredosouza/front,tancredosouza/gabocode,tancredosouza/hello-world,tancredosouza/Machine-Learning---Coursera,tancredosouza/Maratona","PHP,Java,CSS,Java,None,Matlab,C++"
rafaelmotaalves,"gabrielpessoa1/CPU-project,lucasbarross/gfip","VHDL,JavaScript","rafaelmotaalves/Algorithms,rafaelmotaalves/chatP2P,rafaelmotaalves/MetodoHungaro,rafaelmotaalves/node-quickstart,rafaelmotaalves/playlist-party,rafaelmotaalves/SitePessoal,rafaelmotaalves/what_up","C++,Java,Java,JavaScript,TypeScript,HTML,HTML"
digounet,,,"digounet/aFileChooser,digounet/android-mvvm-architecture,digounet/AndroidArchitecture,digounet/apple-tv-remote-control,digounet/Breadcrumbs,digounet/Cicorre,digounet/Curso_iOS,digounet/desafio-android,digounet/Desafio-RocketSeat,digounet/JueJinClient,digounet/MovieDBApp,digounet/MQTT,digounet/Normal_MVP_MVVM,digounet/OfflineSampleApp,digounet/react-native-Gank,digounet/TapTargetView","Java,Java,Java,C++,Java,Pascal,Swift,Kotlin,Objective-C,JavaScript,Kotlin,Arduino,Kotlin,Java,JavaScript,Java"
jmignac,"luizpaulogodoy/cascalho_scrum_board,thnery/cnab240_ruby","Elixir,Ruby","jmignac/derailed_benchmarks,jmignac/elixir_tutorial,jmignac/sqitch_ex,jmignac/string_type_as_classes_example","Ruby,Elixir,PLpgSQL,Ruby"
soikmd2,,,"soikmd2/selenium_tw,soikmd2/selenium_workshop_skeleton,soikmd2/SimuladorCredito","None,Java,Java"
antoniocorreia,CaroolSantos/AdoteUmPet,Java,"antoniocorreia/assembly-mips,antoniocorreia/Buzzer,antoniocorreia/cprojects,antoniocorreia/Docs,antoniocorreia/DONet,antoniocorreia/EnglishTutor,antoniocorreia/git-commands,antoniocorreia/GooglemapMvc,antoniocorreia/ionic-image-slide,antoniocorreia/project-angular4,antoniocorreia/refactool,antoniocorreia/saebApp,antoniocorreia/SolucionadorMaosPoker,antoniocorreia/spoofax-c,antoniocorreia/sub.tor,antoniocorreia/tesseract,antoniocorreia/Tesseract.NETCore,antoniocorreia/tsql-util,antoniocorreia/valeu-app,antoniocorreia/VSTS-work-items","Assembly,Java,C,C#,JavaScript,JavaScript,None,C#,TypeScript,TypeScript,C,TypeScript,C#,Standard ML,Python,C#,C#,None,TypeScript,C#"
leleofg,,,"leleofg/biafa-api,leleofg/Condominium-Communication,leleofg/jogo_da_velha_haskell,leleofg/Node-Quickstart,leleofg/posts_back,leleofg/posts_front,leleofg/Quickstart-API,leleofg/todoapp-api,leleofg/todoapp-react,leleofg/todoapp-react-redux","None,Java,Haskell,TypeScript,PHP,HTML,PHP,JavaScript,JavaScript,JavaScript"
ledebour,gmojunior/PontoFacil,C#,"ledebour/android,ledebour/jquery,ledebour/UWP","Java,JavaScript,C#"
marlosin,,,"marlosin/angular-base64-upload,marlosin/angular-styleguide,marlosin/ember-sortable,marlosin/ember-wormhole,marlosin/sublime-monokai-extended,marlosin/telegram-node-bot,marlosin/vis,marlosin/You-Dont-Know-JS","JavaScript,None,JavaScript,JavaScript,None,JavaScript,JavaScript,JavaScript"
fms6,arma29/Renegades.org,HTML,"fms6/BrTestingIoTivity,fms6/Dark-Flappy-Bird,fms6/SDL-Game-Project,fms6/TVSeriesApp,fms6/TVSeriesServer,fms6/zombie-game","Java,Lua,C++,Java,Java,C++"
tpmarcs,"FranciscoGileno/planning-poker,lpmourato/musical-note","JavaScript,Python","tpmarcs/estrofes,tpmarcs/ezbrackets-api,tpmarcs/mybb-loginlog,tpmarcs/react-patterns","JavaScript,C#,PHP,JavaScript"
medeirosrod,haroldogtf/programebrincando,Java,"medeirosrod/ai2012.2,medeirosrod/ambiente2012.2,medeirosrod/analise2012.2,medeirosrod/analise2013.1,medeirosrod/briefing-colab,medeirosrod/cad,medeirosrod/cad1-2015.2,medeirosrod/cad2-2015.1,medeirosrod/cad2014.1,medeirosrod/cad2014.2,medeirosrod/cad2015.1,medeirosrod/cad2015.2,medeirosrod/cad2016.1,medeirosrod/cad2016.2,medeirosrod/ergonomia,medeirosrod/ergonomia2014.1,medeirosrod/ergonomia2014.2,medeirosrod/ergonomia2015.1,medeirosrod/ergonomia2015.2,medeirosrod/ergonomia2016.1,medeirosrod/ergonomia2016.2,medeirosrod/medeirosrod.github.io,medeirosrod/pv4,medeirosrod/pv4-2015.1,medeirosrod/pv4-2016.1,medeirosrod/pv4-2016.2,medeirosrod/pv42015.2,medeirosrod/roteiro2012.2,medeirosrod/tecnologias2014.1,medeirosrod/tecnologias2014.2","None,None,None,None,None,HTML,None,HTML,CSS,CSS,HTML,HTML,HTML,HTML,HTML,CSS,CSS,HTML,HTML,HTML,HTML,HTML,HTML,HTML,HTML,HTML,HTML,None,CSS,CSS"
AnnyChien,"biancaaoliveira/HumanizaFodase,natalisso/Humaniza","C#,Java",AnnyChien/my-clock,JavaScript
felipebonezi,antonio-marino/SEnv,Java,"felipebonezi/android-course-gwsistemas,felipebonezi/bank-z-metodosformais,felipebonezi/breadth-first-search.tcomp,felipebonezi/compiladores-algol68,felipebonezi/dijkstra.tcomp,felipebonezi/livre.to,felipebonezi/microsoft-speech-recognition-java,felipebonezi/visualg-eclipse.ads","Java,TeX,Java,Java,Java,Java,Java,Java"
Leviterus,"MiniMarvin/EudoClub,ReciHub/CodeCup-Cerberos,ThiagoAugustoSM/AutoSegeManager,ThiagoAugustoSM/CInProjects","CSS,JavaScript,None,VHDL","Leviterus/100-days-of-code,Leviterus/Arduino,Leviterus/climathon2017-OctoGatos,Leviterus/Leviterus.github.io,Leviterus/stack-copy,Leviterus/SwiftLeveling,Leviterus/teste","None,C++,HTML,CSS,JavaScript,Swift,JavaScript"
BernardoHazin,,,"BernardoHazin/apt-remove-duplicate-source-entries,BernardoHazin/bitcomp,BernardoHazin/chat-nodejs-sql,BernardoHazin/eBooks,BernardoHazin/ecomp,BernardoHazin/gql,BernardoHazin/lol,BernardoHazin/maragoOng,BernardoHazin/naminhafaculdadetem,BernardoHazin/node-list,BernardoHazin/orz,BernardoHazin/redes1,BernardoHazin/socket-test","Python,HTML,HTML,JavaScript,None,JavaScript,JavaScript,None,JavaScript,JavaScript,None,JavaScript,JavaScript"
Rafaziz,"daidson/MonitoriaInformatica2017s2,jtdsjossany/logica2017s2","C,None","Rafaziz/Glup---Drinking-Game,Rafaziz/PetriSimulator,Rafaziz/spacewar,Rafaziz/StackCalculator","Makefile,Makefile,Makefile,C"
fernandofragoso,,,"fernandofragoso/angular,fernandofragoso/angular-contactlist,fernandofragoso/angular-express-seed,fernandofragoso/angular-todolist,fernandofragoso/angular2-crud-rest,fernandofragoso/angular2-seed,fernandofragoso/api-consumer-test,fernandofragoso/bootstrap,fernandofragoso/distributed,fernandofragoso/dominando_android,fernandofragoso/express-mongoose-es6-rest-api,fernandofragoso/fernandofragoso.github.io,fernandofragoso/flickr-api-search,fernandofragoso/HandGestureApp,fernandofragoso/HandWave,fernandofragoso/iot-angular-cesar-edu,fernandofragoso/js-stack,fernandofragoso/mean-seed,fernandofragoso/node-todolist-api,fernandofragoso/people-register-vanillajs,fernandofragoso/ranking-api,fernandofragoso/ranking-client-pwa,fernandofragoso/rankingweb,fernandofragoso/react,fernandofragoso/react-ranking,fernandofragoso/react-sample,fernandofragoso/recruiting-list,fernandofragoso/spotifood,fernandofragoso/star-wars-planets,fernandofragoso/tennisrankingv2,fernandofragoso/vacation-working-log,fernandofragoso/vue,fernandofragoso/vue-sample","TypeScript,TypeScript,JavaScript,TypeScript,TypeScript,TypeScript,None,JavaScript,JavaScript,Java,JavaScript,HTML,TypeScript,C++,Java,TypeScript,JavaScript,JavaScript,JavaScript,JavaScript,None,JavaScript,Ruby,JavaScript,JavaScript,JavaScript,JavaScript,None,JavaScript,HTML,JavaScript,JavaScript,JavaScript"
phellipealexandre,,,"phellipealexandre/AndroidConverterDojo,phellipealexandre/AndroidTestWorkshop,phellipealexandre/espacodacrianca,phellipealexandre/FuiMultadoAndroid,phellipealexandre/GeneralCode,phellipealexandre/hefesto,phellipealexandre/KotlinLab,phellipealexandre/mypodcasts-android,phellipealexandre/TabuaMareParser,phellipealexandre/TWrentacar","Java,Java,HTML,Java,Java,Java,Kotlin,Java,Java,Python"
spider8,,,"spider8/awesome-for-beginners,spider8/building-react-from-scratch,spider8/busao,spider8/Calc,spider8/clean-code-javascript,spider8/didact,spider8/dotfiles,spider8/electronic-wechat,spider8/esprima,spider8/flash-entregas,spider8/loupe,spider8/lsbasi,spider8/my-own-react,spider8/preact,spider8/programming-ebooks,spider8/react-request,spider8/react-slack-clone,spider8/the-super-tiny-compiler,spider8/tiny-js,spider8/treact,spider8/virtual-dom,spider8/vue","None,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,Vim script,JavaScript,TypeScript,HTML,JavaScript,Python,JavaScript,JavaScript,Python,JavaScript,JavaScript,JavaScript,C++,JavaScript,JavaScript,JavaScript"
renatohlf,SilvaDecio/C,C,"renatohlf/AdminLTE,renatohlf/AMDIShop,renatohlf/AMDISite,renatohlf/Angular2-AdminLTE,renatohlf/angularjs-hubbub,renatohlf/AnimatedMenu1,renatohlf/arduinosketchbook,renatohlf/gmaps,renatohlf/LPI-UPE,renatohlf/myport,renatohlf/SINS-WEB","HTML,None,CSS,HTML,JavaScript,C#,Arduino,JavaScript,C,CSS,JavaScript"
lpmourato,pablovin/stardust,C#,"lpmourato/Aquarium,lpmourato/car-teste-two,lpmourato/cropperjs,lpmourato/csv_to_xml_resources,lpmourato/internet-banking,lpmourato/musical-note,lpmourato/Residencia,lpmourato/simpl,lpmourato/update_head_file,lpmourato/update_head_of_file,lpmourato/wkn","Java,None,JavaScript,Shell,None,Python,None,HTML,Shell,None,Java"
MatheusUehara,"francoisMich/projetoRSI,francoisMich/TatuCorredor,ItaloSa/pitchBoard","PHP,Java,CSS","MatheusUehara/academicMean,MatheusUehara/beachGuide,MatheusUehara/cifrasongApp,MatheusUehara/controle-acesso,MatheusUehara/deputadostalker,MatheusUehara/deputadostalker-rest,MatheusUehara/engenharia-de-software-ufrpe-2014-1,MatheusUehara/FirebaseLogin,MatheusUehara/hackatonTW,MatheusUehara/pre-push-checkstyle-check,MatheusUehara/projeto-azukay,MatheusUehara/projetoRSI,MatheusUehara/remoteControl,MatheusUehara/ruralindos-ford-hackaton,MatheusUehara/SentimentAnalysisTwitter,MatheusUehara/TatuCorredor","TypeScript,Swift,Java,Arduino,Java,PHP,Python,Java,Java,Python,Python,PHP,None,Java,Python,Java"
diogoffmelo,pablosampaio/EVOLUTIONARY-PATROLLING,Java,"diogoffmelo/data-science-roadmap,diogoffmelo/desafio_datascience_intelivix_dez2016,diogoffmelo/EVOLUTIONARY-PATROLLING,diogoffmelo/garuda,diogoffmelo/grafos-monitoria,diogoffmelo/jobs,diogoffmelo/rosie,diogoffmelo/scraping-lab,diogoffmelo/scriptslab,diogoffmelo/spider_offline,diogoffmelo/styletransfer,diogoffmelo/teste_pratico_scraping,diogoffmelo/transito-luigi","None,Jupyter Notebook,Java,TeX,None,None,Python,Python,Jupyter Notebook,Python,Jupyter Notebook,Python,Jupyter Notebook"
felipesotero,,,"felipesotero/algorithm-trading,felipesotero/dotfiles,felipesotero/feelipa,felipesotero/felipesotero.github.io,felipesotero/Foxbit_Bot,felipesotero/generic_django_website,felipesotero/git-,felipesotero/git-stoq,felipesotero/HTML5_Genetic_Cars,felipesotero/ielts-crawler,felipesotero/jquery,felipesotero/js-cookie,felipesotero/kiwi,felipesotero/musicvote,felipesotero/stoq,felipesotero/stoq-utils,felipesotero/stoqdrivers,felipesotero/tapioca-facebook,felipesotero/tapioca-wrapper","JavaScript,Python,None,HTML,CSS,Python,None,Shell,JavaScript,Python,JavaScript,JavaScript,Python,CSS,Python,Python,Python,Python,Python"
dmente03,,,"dmente03/active_interaction,dmente03/awesome-electron,dmente03/awesome-nodejs,dmente03/awesome-redux,dmente03/awesome-ruby,dmente03/blur-admin,dmente03/capybara,dmente03/card.io-iOS-SDK,dmente03/cheatsheets-ai,dmente03/data-science,dmente03/delivery-admin,dmente03/developer-roadmap,dmente03/devis,dmente03/EasyTransition,dmente03/Eureka,dmente03/fae,dmente03/famvoice,dmente03/FileCabinet,dmente03/Former,dmente03/foundation,dmente03/frevo-on-rails.github.com,dmente03/generator-meanjs,dmente03/generator-webapp,dmente03/ghostHunter,dmente03/Gloss,dmente03/gss,dmente03/hotel,dmente03/html5shiv,dmente03/log-parser,dmente03/machine-learning-mindmap,dmente03/ng-cordova-facebook-example,dmente03/node-js-sample,dmente03/payment-request,dmente03/PDFGenerator,dmente03/peatio,dmente03/php,dmente03/PHP-Project-DevTest,dmente03/PHPIDS,dmente03/phpLightMVC,dmente03/rails,dmente03/rails-dev-box,dmente03/rails-dev-starter,dmente03/rails-starter-box,dmente03/redux-in-portuguese,dmente03/ruby,dmente03/ruby-style-guide,dmente03/sails,dmente03/sample_app,dmente03/scotch-box,dmente03/shoppe,dmente03/shopqi,dmente03/simplest-redux-example,dmente03/Spina,dmente03/spree,dmente03/spree_banner,dmente03/sucuri-log-parser,dmente03/Swifter,dmente03/SwiftyJSON,dmente03/test-python,dmente03/titanic_survival_exploration,dmente03/tvshow,dmente03/youtube,dmente03/YoutubeSourceParserKit","Ruby,None,None,None,None,JavaScript,Ruby,Objective-C,None,Jupyter Notebook,JavaScript,None,JavaScript,Swift,Swift,Ruby,JavaScript,Ruby,Swift,JavaScript,CSS,JavaScript,JavaScript,HTML,Swift,CSS,JavaScript,JavaScript,PHP,None,JavaScript,JavaScript,JavaScript,Swift,Ruby,PHP,PHP,PHP,PHP,Ruby,Shell,Ruby,Puppet,None,None,None,JavaScript,None,PHP,Ruby,HTML,JavaScript,HTML,Ruby,Ruby,PHP,Swift,Swift,JavaScript,HTML,Ruby,JavaScript,Swift"
